행정구역별,연령별,2010
행정구역별,연령별,여자 (명)
충청북도,20 - 24세,43788
충청북도,25 - 29세,46782
충청남도,20 - 24세,61050
충청남도,25 - 29세,58686
전라북도,20 - 24세,46359
전라북도,25 - 29세,49114
전라남도,20 - 24세,30979
전라남도,25 - 29세,40181
경상북도,20 - 24세,64927
경상북도,25 - 29세,73865
경상남도,20 - 24세,69342
경상남도,25 - 29세,95238
